Cluster,tenure,MonthlyCharges,TotalCharges,R_Score,F_Score,M_Score,RFM_Total
1,46,95.25,4424.2,0.02127659574468085,5,95.25,1.3789374144581312
2,2,50.3,92.75,0.3333333333333333,2,50.3,0.9791345029239766
2,2,80.15,194.55,0.3333333333333333,4,80.15,1.4527251461988304
0,12,51.25,612.1,0.07692307692307693,2,51.25,0.7307242465137203
1,68,89.6,6127.6,0.014492753623188406,5,89.6,1.3245746249682175
1,69,95.2,6671.7,0.014285714285714285,5,95.2,1.3715254803675856
1,56,94.8,5264.3,0.017543859649122806,5,94.8,1.3714152046783625
0,4,80.25,303.7,0.2,4,80.25,1.3202339181286549
1,64,76.1,4818.8,0.015384615384615385,6,76.1,1.32289338731444
1,59,110.15,6448.05,0.016666666666666666,8,110.15,1.8331345029239765
1,62,115.55,7159.05,0.015873015873015872,9,115.55,1.9889256474519632
3,63,24.65,1574.5,0.015625,9,24.65,1.223203947368421
0,53,53.6,2879.2,0.018518518518518517,6,53.6,1.1365536062378168
3,5,19.45,86.05,0.16666666666666666,8,19.45,1.219345029239766
1,49,88.2,4159.45,0.02,6,88.2,1.4294035087719297
1,62,101.15,6638.35,0.015873015873015872,6,101.15,1.534329156223893
0,55,56.8,3112.05,0.017857142857142856,4,56.8,0.9406173767752715
1,71,99.4,7168.25,0.013888888888888888,7,99.4,1.628719298245614
3,72,20.1,1326.25,0.0136986301369863,8,20.1,1.071850676920612
0,36,60.7,2234.55,0.02702702702702703,6,60.7,1.204851588430536
3,25,20.95,495.15,0.038461538461538464,8,20.95,1.1037714799820062
1,72,114.85,8317.95,0.0136986301369863,9,114.85,1.9808565248738286
3,36,19.25,679.8,0.02702702702702703,8,19.25,1.0780211790738106
2,1,62.8,62.8,0.5,3,62.8,1.3621754385964913
1,72,105.5,7544.0,0.0136986301369863,7,105.5,1.679897460546343
3,59,19.85,1188.25,0.016666666666666666,8,19.85,1.0727134502923976
0,7,89.5,676.7,0.125,4,89.5,1.3231286549707602
2,1,74.1,74.1,0.5,5,74.1,1.6795555555555555
1,30,107.5,3242.5,0.03225806451612903,8,107.5,1.8264101112997548
3,64,19.55,1240.15,0.015384615384615385,8,19.55,1.0689050832208726
1,63,68.8,4111.35,0.015625,6,68.8,1.261660087719298
1,72,84.45,5899.85,0.0136986301369863,7,84.45,1.502634302651606
0,8,75.0,632.95,0.1111111111111111,3,75.0,1.0760233918128654
1,62,84.5,5193.2,0.015873015873015872,7,84.5,1.5052297410192148
1,67,111.2,7530.8,0.014705882352941176,8,111.2,1.8400158238734088
0,6,44.75,270.95,0.14285714285714285,1,44.75,0.6308103592314118
1,70,80.6,5460.2,0.014084507042253521,6,80.6,1.359488015814183
0,20,80.7,1614.2,0.047619047619047616,3,80.7,1.060531328320802
0,5,75.6,402.5,0.16666666666666666,3,75.6,1.1366315789473682
0,24,57.6,1367.75,0.04,6,57.6,1.191719298245614
0,11,44.05,483.7,0.08333333333333333,1,44.05,0.565391812865497
1,72,110.6,7962.2,0.0136986301369863,8,110.6,1.8339559400785066
0,66,58.2,3810.8,0.014925373134328358,4,58.2,0.9494750807366675
1,45,81.0,3533.6,0.021739130434782608,6,81.0,1.370511060259344
3,69,19.7,1396.9,0.014285714285714285,8,19.7,1.0690693400167084
0,15,85.6,1345.55,0.0625,4,85.6,1.2277865497076021
0,28,59.55,1646.45,0.034482758620689655,3,59.55,0.8692897761645493
1,70,115.55,8127.6,0.014084507042253521,9,115.55,1.987137138621201
1,36,75.55,2680.15,0.02702702702702703,6,75.55,1.329904220009483
0,16,86.6,1281.0,0.058823529411764705,4,86.6,1.232531131750946
0,18,85.2,1553.9,0.05263157894736842,4,85.2,1.2145497076023393
1,34,97.65,3207.55,0.02857142857142857,5,97.65,1.4064427736006684
0,42,45.1,2049.05,0.023255813953488372,4,45.1,0.8474897320821433
0,48,70.95,3629.2,0.02040816326530612,5,70.95,1.173437403031388
1,47,109.55,5124.55,0.020833333333333332,8,109.55,1.832248538011696
1,39,89.55,3474.45,0.025,6,89.55,1.4457719298245615
3,11,20.9,202.3,0.08333333333333333,8,20.9,1.1482222222222223
3,7,19.95,147.5,0.125,8,19.95,1.1818888888888888
3,3,24.6,86.35,0.25,9,24.6,1.4571578947368422
0,8,66.7,579.0,0.1111111111111111,4,66.7,1.1172397660818714
2,1,19.45,19.45,0.5,8,19.45,1.5526783625730993
1,32,94.8,3131.55,0.030303030303030304,6,94.8,1.495285486443381
0,60,65.85,3928.3,0.01639344262295082,5,65.85,1.1264753139679802
3,10,19.95,187.75,0.09090909090909091,8,19.95,1.1477979797979798
3,71,24.65,1710.15,0.013888888888888888,9,24.65,1.22146783625731
3,4,20.35,76.35,0.2,8,20.35,1.2602573099415204
2,1,69.25,69.25,0.5,2,69.25,1.3053801169590642
0,43,51.25,2151.6,0.022727272727272728,5,51.25,1.0098617756512493
1,59,99.5,5961.1,0.016666666666666666,6,99.5,1.5212280701754386
0,23,54.25,1221.55,0.041666666666666664,3,54.25,0.8318421052631579
3,72,19.4,1496.45,0.0136986301369863,8,19.4,1.0659559400785068
0,22,56.25,1292.2,0.043478260869565216,3,56.25,0.8504958047292144
2,1,25.15,25.15,0.5,1,25.15,0.8229005847953217
3,69,23.95,1713.1,0.014285714285714285,9,23.95,1.21596992481203
0,50,35.4,1748.9,0.0196078431372549,3,35.4,0.651046439628483
2,1,25.2,25.2,0.5,1,25.2,0.8233216374269006
2,2,45.0,96.45,0.3333333333333333,1,45.0,0.8233918128654971
0,15,75.35,1114.55,0.0625,3,75.35,1.0303596491228069
3,31,20.4,609.1,0.03125,8,20.4,1.0919283625730993
2,1,20.15,20.15,0.5,8,20.15,1.5585730994152045
1,66,105.0,7133.25,0.014925373134328358,7,105.0,1.6769136772278956
2,0,56.05,1397.475,1.0,6,56.05,2.1386666666666665
0,3,54.7,169.45,0.25,2,54.7,0.9328538011695906
3,8,20.0,141.6,0.1111111111111111,8,20.0,1.168421052631579
1,64,73.05,4688.65,0.015384615384615385,5,73.05,1.186098065677013
3,28,20.5,563.05,0.034482758620689655,8,20.5,1.0960032264569468
1,57,100.75,5985.0,0.017241379310344827,6,100.75,1.5323290986085905
0,14,87.25,1258.6,0.06666666666666667,5,87.25,1.3569590643274854
3,19,19.95,373.5,0.05,8,19.95,1.1068888888888888
0,10,79.95,857.2,0.09090909090909091,3,79.95,1.097505582137161
0,51,49.65,2553.35,0.019230769230769232,4,49.65,0.8817804768331083
1,67,65.65,4322.85,0.014705882352941176,5,65.65,1.1231035431716547
3,11,20.45,250.8,0.08333333333333333,8,20.45,1.1444327485380117
1,72,60.95,4549.05,0.0136986301369863,6,60.95,1.1936284546983897
3,66,20.35,1359.5,0.014925373134328358,8,20.35,1.0751826830758489
0,18,88.35,1639.3,0.05263157894736842,5,88.35,1.352187134502924
3,9,19.5,178.85,0.1,8,19.5,1.1530994152046783
0,9,75.2,633.85,0.1,3,75.2,1.0665964912280703
1,48,111.45,5315.1,0.02040816326530612,8,111.45,1.8478233679436686
0,10,70.15,735.5,0.09090909090909091,2,70.15,0.9038681552365764
0,9,94.75,889.9,0.1,5,94.75,1.4534502923976609
0,13,95.05,1290.0,0.07142857142857142,5,95.05,1.427405179615706
0,4,78.45,330.05,0.2,4,78.45,1.3050760233918128
0,4,70.2,237.95,0.2,2,70.2,1.0133801169590644
1,72,92.0,6474.4,0.0136986301369863,8,92.0,1.6773243611311384
1,51,85.5,4421.95,0.019230769230769232,7,85.5,1.517008547008547
0,59,41.05,2452.7,0.016666666666666666,3,41.05,0.6956842105263157
0,10,85.6,813.85,0.09090909090909091,4,85.6,1.2561956406166932
1,61,82.15,4904.85,0.016129032258064516,4,82.15,1.1523629503867197
1,54,84.4,4484.05,0.01818181818181818,5,84.4,1.284474215842637
0,33,60.9,2033.85,0.029411764705882353,4,60.9,0.9866983144134847
3,27,20.25,538.2,0.03571428571428571,8,20.25,1.0951294903926483
2,1,79.2,79.2,0.5,3,79.2,1.5002807017543858
1,23,95.3,2192.9,0.041666666666666664,5,95.3,1.3997485380116959
2,1,19.85,19.85,0.5,8,19.85,1.556046783625731
1,45,84.35,3858.05,0.021739130434782608,7,84.35,1.5098326976862446
3,39,19.85,854.8,0.025,8,19.85,1.081046783625731
0,5,70.0,347.4,0.16666666666666666,4,70.0,1.2005847953216373
1,72,82.3,5815.15,0.0136986301369863,7,82.3,1.4845290394937114
0,58,66.8,3970.4,0.01694915254237288,4,66.8,1.023919912776291
0,70,44.6,3058.15,0.014084507042253521,5,44.6,0.9452190099662301
1,61,98.45,6145.2,0.016129032258064516,6,98.45,1.5118483305036785
2,2,70.7,129.2,0.3333333333333333,2,70.7,1.1509239766081873
3,46,24.95,1165.9,0.02127659574468085,9,24.95,1.2313818589025756
2,1,49.95,49.95,0.5,2,49.95,1.1428538011695908
0,22,69.25,1554.0,0.043478260869565216,2,69.25,0.8488583778286295
1,48,102.5,4904.25,0.02040816326530612,7,102.5,1.6613438357799262
1,64,86.55,5632.55,0.015384615384615385,7,86.55,1.522004498425551
3,72,24.3,1643.25,0.0136986301369863,9,24.3,1.2183302090843549
0,12,58.35,740.55,0.07692307692307693,3,58.35,0.9016248313090418
1,34,94.25,3217.55,0.02857142857142857,6,94.25,1.488922305764411
1,72,68.75,4888.2,0.0136986301369863,5,68.75,1.1482015541135946
0,29,85.8,2440.25,0.03333333333333333,5,85.8,1.3114152046783625
3,33,20.1,620.55,0.029411764705882353,8,20.1,1.087563811489508
2,1,20.35,20.35,0.5,8,20.35,1.5602573099415205
1,62,110.8,6840.95,0.015873015873015872,8,110.8,1.837814536340852
0,41,73.0,3001.2,0.023809523809523808,5,73.0,1.1941019214703426
1,64,100.05,6254.2,0.015384615384615385,6,100.05,1.5245775978407559
0,4,82.85,319.6,0.2,4,82.85,1.34212865497076
0,24,84.35,1938.05,0.04,5,84.35,1.3058713450292396
3,14,19.55,294.5,0.06666666666666667,8,19.55,1.120187134502924
3,3,19.95,58.3,0.25,8,19.95,1.3068888888888888
2,4,99.8,442.85,0.2,6,99.8,1.7070877192982457
0,18,35.0,553.0,0.05263157894736842,2,35.0,0.5695906432748538
0,8,66.25,546.45,0.1111111111111111,3,66.25,1.0023391812865496
3,35,23.3,797.1,0.027777777777777776,9,23.3,1.223988304093567
2,1,76.0,76.0,0.5,3,76.0,1.4733333333333332
3,66,25.3,1673.8,0.014925373134328358,9,25.3,1.2279780047132758
0,8,44.55,343.45,0.1111111111111111,4,44.55,0.9307134502923977
1,71,104.1,7412.25,0.013888888888888888,7,104.1,1.668298245614035
1,43,92.55,4039.0,0.022727272727272728,5,92.55,1.35765124933546
2,2,93.85,170.85,0.3333333333333333,5,93.85,1.6792046783625731
1,29,101.45,2948.6,0.03333333333333333,6,101.45,1.554315789473684
0,15,84.3,1308.4,0.0625,4,84.3,1.2168391812865496
1,65,94.55,6078.75,0.015151515151515152,7,94.55,1.5891398192450823
1,35,95.5,3418.2,0.027777777777777776,6,95.5,1.498654970760234
1,64,100.3,6603.8,0.015384615384615385,6,100.3,1.5266828609986505
0,58,55.5,3166.9,0.01694915254237288,5,55.5,1.03987312915056
0,18,49.85,865.75,0.05263157894736842,2,49.85,0.6946432748538012
1,67,89.55,6373.1,0.014705882352941176,5,89.55,1.3243667010663915
3,63,19.15,1177.05,0.015625,8,19.15,1.0657770467836256
1,60,99.8,5985.75,0.01639344262295082,6,99.8,1.5234811619211963
0,9,84.4,732.5,0.1,4,84.4,1.2551812865497076
1,70,113.05,7869.05,0.014084507042253521,9,113.05,1.9660845070422535
1,15,101.1,1504.05,0.0625,6,101.1,1.5805350877192983
3,48,19.95,936.7,0.02040816326530612,8,19.95,1.077297052154195
0,12,74.15,741.4,0.07692307692307693,5,74.15,1.2568996851102114
1,71,92.0,6585.2,0.013888888888888888,7,92.0,1.5664035087719297
0,44,73.85,3122.4,0.022222222222222223,3,73.85,0.9774502923976607
2,1,50.45,50.45,0.5,2,50.45,1.14706432748538
3,45,24.45,1088.25,0.021739130434782608,9,24.45,1.227633867276888
3,23,24.8,615.35,0.041666666666666664,9,24.8,1.2505087719298247
0,43,64.85,2908.2,0.022727272727272728,4,64.85,1.0132769803296118
3,35,20.75,739.9,0.027777777777777776,8,20.75,1.0914035087719298
0,9,68.95,593.85,0.1,5,68.95,1.236187134502924
1,12,99.95,1132.75,0.07692307692307693,6,99.95,1.5852739541160594
1,65,109.4,7227.45,0.015151515151515152,8,109.4,1.825303561935141
2,2,91.4,193.6,0.3333333333333333,5,91.4,1.6585730994152046
0,27,49.0,1291.35,0.03571428571428571,2,49.0,0.6705680868838764
0,40,50.25,2023.55,0.024390243902439025,2,50.25,0.6697703608615033
0,5,75.55,349.65,0.16666666666666666,3,75.55,1.1362105263157893
3,8,19.9,153.95,0.1111111111111111,8,19.9,1.167578947368421
1,58,97.8,5458.8,0.01694915254237288,6,97.8,1.5071947665774605
1,52,100.3,5244.45,0.018867924528301886,6,100.3,1.530166170142337
2,3,55.8,154.55,0.25,3,55.8,1.0532280701754386
1,41,111.15,4507.15,0.023809523809523808,8,111.15,1.8486984126984127
1,20,98.55,2031.95,0.047619047619047616,6,98.55,1.5441804511278194
2,1,50.05,50.05,0.5,2,50.05,1.1436959064327485
0,4,80.8,332.45,0.2,4,80.8,1.3248654970760234
3,23,20.85,473.9,0.041666666666666664,8,20.85,1.1061345029239766
3,6,19.5,106.8,0.14285714285714285,8,19.5,1.195956558061821
3,8,19.35,152.6,0.1111111111111111,8,19.35,1.1629473684210527
0,18,69.5,1199.4,0.05263157894736842,5,69.5,1.1934502923976607
0,52,48.8,2555.05,0.018867924528301886,4,48.8,0.8742597373937989
1,31,94.5,2979.2,0.03125,5,94.5,1.382595029239766
3,29,20.65,654.85,0.03333333333333333,8,20.65,1.0961169590643274
1,36,106.05,3834.4,0.02702702702702703,8,106.05,1.8089685474948631
1,16,100.0,1534.75,0.058823529411764705,6,100.0,1.5675954592363261
1,42,108.3,4586.15,0.023255813953488372,7,108.3,1.713033591731266
2,1,20.55,20.55,0.5,8,20.55,1.5619415204678362
1,60,99.65,5941.05,0.01639344262295082,6,99.65,1.5222180040264597
0,5,85.3,424.15,0.16666666666666666,5,85.3,1.4405380116959066
1,22,95.9,2234.95,0.043478260869565216,6,95.9,1.5177238749046529
3,36,20.0,666.75,0.02702702702702703,8,20.0,1.0843369685474948
0,4,70.4,281.0,0.2,2,70.4,1.0150643274853801
0,9,64.95,547.8,0.1,4,64.95,1.091391812865497
2,1,74.6,74.6,0.5,3,74.6,1.4615438596491228
0,12,49.2,571.15,0.07692307692307693,2,49.2,0.7134610886189834
0,23,73.75,1756.6,0.041666666666666664,5,73.75,1.2182748538011696
1,62,92.3,5731.45,0.015873015873015872,6,92.3,1.4598028404344192
1,37,98.8,3475.55,0.02631578947368421,6,98.8,1.5249824561403509
3,8,19.2,156.85,0.1111111111111111,8,19.2,1.1616842105263159
1,31,88.65,2683.2,0.03125,5,88.65,1.3333318713450293
0,13,74.4,896.75,0.07142857142857142,3,74.4,1.0312882205513785
1,24,98.75,2407.3,0.04,6,98.75,1.5382456140350877
1,45,95.95,4456.65,0.021739130434782608,6,95.95,1.4964057971014493
1,69,105.4,6998.95,0.014285714285714285,7,105.4,1.6796424394319132
3,2,20.25,36.8,0.3333333333333333,8,20.25,1.3927485380116957
1,61,106.0,6547.7,0.016129032258064516,7,106.0,1.6865383889832106
1,41,104.7,4346.4,0.023809523809523808,7,104.7,1.6832715121136175
0,44,49.05,2265.0,0.022222222222222223,4,49.05,0.8797192982456139
0,39,35.55,1309.15,0.025,3,35.55,0.6577017543859649
1,72,65.1,4754.3,0.0136986301369863,7,65.1,1.3396869342305533
0,13,96.85,1235.55,0.07142857142857142,5,96.85,1.442563074352548
0,51,69.75,3562.5,0.019230769230769232,5,69.75,1.1621547458389565
1,71,99.2,7213.75,0.013888888888888888,6,99.2,1.5159239766081871
1,22,96.7,2082.95,0.043478260869565216,5,96.7,1.413349605898805
2,2,55.05,102.75,0.3333333333333333,3,55.05,1.1302456140350876
1,56,106.8,5914.4,0.017543859649122806,7,106.8,1.6946900584795321
2,1,51.25,51.25,0.5,2,51.25,1.1538011695906434
0,23,57.75,1282.85,0.041666666666666664,4,57.75,0.9724269005847953
1,66,70.85,4738.85,0.014925373134328358,5,70.85,1.1671125076372524
2,1,19.55,19.55,0.5,8,19.55,1.5535204678362573
0,19,88.2,1775.8,0.05,5,88.2,1.3482923976608188
0,11,79.5,795.65,0.08333333333333333,4,79.5,1.1972514619883041
3,8,19.75,145.0,0.1111111111111111,8,19.75,1.1663157894736842
1,52,98.15,4993.4,0.018867924528301886,7,98.15,1.6231720180955533
3,3,20.25,61.45,0.25,8,20.25,1.3094152046783625
0,51,79.15,4018.55,0.019230769230769232,4,79.15,1.1302015294646874
0,15,75.65,1146.65,0.0625,3,75.65,1.0328859649122808
1,64,94.25,6081.4,0.015384615384615385,6,94.25,1.4757354925775978
0,37,40.2,1478.85,0.02631578947368421,3,40.2,0.6981754385964913
3,13,19.95,243.65,0.07142857142857142,8,19.95,1.1283174603174602
0,49,55.35,2633.95,0.02,3,55.35,0.8194385964912281
1,45,102.15,4735.35,0.021739130434782608,6,102.15,1.5486163234172388
0,18,71.1,1247.75,0.05263157894736842,2,71.1,0.8735906432748537
2,1,74.7,74.7,0.5,3,74.7,1.4623859649122806
0,68,54.1,3794.5,0.014492753623188406,5,54.1,1.025627256547165
3,54,19.65,1008.7,0.01818181818181818,8,19.65,1.0725443912812334
0,23,88.45,2130.55,0.041666666666666664,5,88.45,1.3420643274853803
0,17,76.65,1313.55,0.05555555555555555,3,76.65,1.0343625730994153
1,71,80.4,5727.15,0.013888888888888888,7,80.4,1.468719298245614
3,67,19.25,1372.9,0.014705882352941176,8,19.25,1.0657000343997247
0,14,84.8,1203.9,0.06666666666666667,4,84.8,1.2252163742690056
2,1,25.8,25.8,0.5,1,25.8,0.828374269005848
3,63,19.5,1215.1,0.015625,8,19.5,1.0687244152046782
0,41,68.6,2877.05,0.023809523809523808,5,68.6,1.157049289891395
0,17,92.6,1579.7,0.05555555555555555,5,92.6,1.3909005847953217
1,56,100.55,5514.95,0.017543859649122806,6,100.55,1.5309473684210526
3,5,20.55,96.1,0.16666666666666666,8,20.55,1.228608187134503
2,2,42.6,72.4,0.3333333333333333,4,42.6,1.136514619883041
3,3,19.6,55.25,0.25,8,19.6,1.3039415204678362
0,37,67.45,2443.3,0.02631578947368421,6,67.45,1.2609824561403509
0,29,68.85,1970.5,0.03333333333333333,5,68.85,1.1686783625730994
0,8,43.55,335.4,0.1111111111111111,1,43.55,0.5889590643274853
1,63,109.85,7002.95,0.015625,8,109.85,1.8295665204678362
3,7,20.65,158.95,0.125,8,20.65,1.1877836257309942
2,3,95.4,293.15,0.25,5,95.4,1.608923976608187
3,72,21.0,1493.75,0.0136986301369863,8,21.0,1.079429624289033
0,19,56.2,1093.4,0.05,2,56.2,0.7454853801169591
3,59,18.4,1057.85,0.016666666666666666,8,18.4,1.0605029239766082
2,2,90.0,190.05,0.3333333333333333,5,90.0,1.6467836257309942
3,35,25.75,882.55,0.027777777777777776,9,25.75,1.2446198830409356
3,14,19.6,300.4,0.06666666666666667,8,19.6,1.1206081871345028
0,14,75.35,1025.95,0.06666666666666667,3,75.35,1.0345263157894735
3,69,19.8,1436.95,0.014285714285714285,8,19.8,1.0699114452798661
0,7,64.2,475.0,0.125,5,64.2,1.221187134502924
1,69,75.75,5388.15,0.014285714285714285,6,75.75,1.318847117794486
1,72,78.95,5730.15,0.0136986301369863,6,78.95,1.3452074020668108
1,8,100.85,819.55,0.1111111111111111,6,100.85,1.6270409356725146
0,4,50.3,217.1,0.2,2,50.3,0.8458011695906433
1,63,80.3,4896.35,0.015625,4,80.3,1.136279970760234
3,72,19.85,1434.1,0.0136986301369863,8,19.85,1.0697454137627174
3,46,21.1,937.1,0.02127659574468085,8,21.1,1.0878496951598855
0,5,69.95,330.15,0.16666666666666666,2,69.95,0.9779415204678362
0,30,50.0,1474.9,0.03225806451612903,2,50.0,0.6755329183172986
1,63,104.75,6536.5,0.015625,7,104.75,1.6755080409356724
3,60,19.85,1128.1,0.01639344262295082,8,19.85,1.0724402262486818
1,63,107.5,6873.75,0.015625,7,107.5,1.6986659356725147
0,25,85.9,2199.05,0.038461538461538464,4,85.9,1.2062744039586146
2,1,45.85,45.85,0.5,1,45.85,0.9972163742690059
0,6,80.8,457.1,0.14285714285714285,4,80.8,1.267722639933166
3,22,25.25,566.5,0.043478260869565216,9,25.25,1.2561098398169337
1,31,80.55,2471.6,0.03125,6,80.55,1.3762324561403507
0,39,81.5,3107.3,0.025,4,81.5,1.1557602339181288
3,26,20.9,518.3,0.037037037037037035,8,20.9,1.1019259259259258
1,53,106.1,5769.75,0.018518518518518517,7,106.1,1.6897699805068225
2,1,91.7,91.7,0.5,5,91.7,1.827766081871345
0,12,67.25,832.3,0.07692307692307693,5,67.25,1.1987944219523166
1,16,95.6,1555.65,0.058823529411764705,6,95.6,1.5305428276573787
3,2,20.35,45.3,0.3333333333333333,8,20.35,1.3935906432748537
0,39,45.05,1790.6,0.025,4,45.05,0.848812865497076
2,1,74.95,74.95,0.5,3,74.95,1.4644912280701754
0,7,34.65,246.6,0.125,3,34.65,0.7501228070175439
0,4,69.35,261.65,0.2,2,69.35,1.0062222222222221
0,10,95.35,898.35,0.09090909090909091,5,95.35,1.449412014885699
1,55,81.55,4509.5,0.017857142857142856,4,81.55,1.1490384294068503
1,72,75.4,5480.25,0.0136986301369863,5,75.4,1.2042015541135946
0,10,67.8,653.15,0.09090909090909091,4,67.8,1.1063009037745881
1,11,111.4,1183.05,0.08333333333333333,8,111.4,1.910327485380117
0,15,46.3,639.45,0.0625,1,46.3,0.5635058479532163
3,23,20.4,478.75,0.041666666666666664,8,20.4,1.102345029239766
2,1,20.05,20.05,0.5,8,20.05,1.5577309941520467
0,3,45.0,127.1,0.25,1,45.0,0.7400584795321637
1,47,96.1,4391.45,0.020833333333333332,6,96.1,1.496763157894737
3,15,19.65,270.6,0.0625,8,19.65,1.116862573099415
1,66,99.5,6710.5,0.014925373134328358,6,99.5,1.5194867766431002
0,68,60.65,3975.9,0.014492753623188406,4,60.65,0.969674040172896
1,17,98.6,1704.95,0.05555555555555555,6,98.6,1.5525380116959062
0,7,59.5,415.95,0.125,3,59.5,0.9593859649122807
0,12,80.45,950.2,0.07692307692307693,3,80.45,1.0877300944669366
0,21,71.7,1497.05,0.045454545454545456,5,71.7,1.2047995746943116
0,21,36.0,780.15,0.045454545454545456,3,36.0,0.681945773524721
0,56,65.2,3512.15,0.017543859649122806,4,65.2,1.0110409356725145
0,6,48.95,273.25,0.14285714285714285,2,48.95,0.7772898913951545
0,65,53.5,3517.9,0.015151515151515152,5,53.5,1.0212333864965444
1,42,80.45,3375.9,0.023255813953488372,6,80.45,1.3673961648306814
1,68,109.05,7508.55,0.014492753623188406,8,109.05,1.8216974319857613
3,48,26.3,1245.05,0.02040816326530612,9,26.3,1.2418818474758324
1,50,106.8,5347.95,0.0196078431372549,7,106.8,1.6967540419676643
0,7,64.95,493.65,0.125,4,64.95,1.116391812865497
3,63,19.35,1263.85,0.015625,8,19.35,1.0674612573099416
3,17,21.1,385.55,0.05555555555555555,8,21.1,1.1221286549707603
0,42,77.95,3384.0,0.023255813953488372,3,77.95,1.0130101999184007
3,4,18.85,84.2,0.2,8,18.85,1.247625730994152
3,62,26.0,1638.7,0.015873015873015872,9,26.0,1.2348203842940684
2,2,74.7,165.4,0.3333333333333333,3,74.7,1.295719298245614
2,2,70.35,120.25,0.3333333333333333,2,70.35,1.1479766081871343
1,48,96.9,4473.45,0.02040816326530612,7,96.9,1.6141859410430839
3,27,19.55,520.55,0.03571428571428571,8,19.55,1.089234753550543
1,70,80.4,5717.85,0.014084507042253521,6,80.4,1.3578038052878676
2,1,88.8,88.8,0.5,5,88.8,1.803345029239766
1,46,94.65,4312.5,0.02127659574468085,6,94.65,1.484995893990295
0,30,90.25,2755.35,0.03225806451612903,4,90.25,1.2367025089605734
0,15,64.65,994.55,0.0625,4,64.65,1.0513654970760236
1,69,95.75,6511.25,0.014285714285714285,6,95.75,1.487268170426065
3,65,19.55,1218.65,0.015151515151515152,8,19.55,1.0686719829877724
1,72,104.1,7447.7,0.0136986301369863,7,104.1,1.6681079868621325
0,13,89.05,1169.35,0.07142857142857142,5,89.05,1.3768788638262324
3,17,20.1,279.5,0.05555555555555555,8,20.1,1.1137076023391812
1,51,111.55,5720.35,0.019230769230769232,8,111.55,1.8474880791722896
0,51,60.5,3121.45,0.019230769230769232,4,60.5,0.9731488978857399
1,72,90.95,6468.6,0.0136986301369863,8,90.95,1.6684822558679806
1,67,87.4,5918.8,0.014705882352941176,5,87.4,1.3062614379084967
3,34,19.7,675.6,0.02857142857142857,8,19.7,1.0833550543024226
0,67,50.95,3521.7,0.014705882352941176,5,50.95,0.9993140694874441
3,49,20.05,923.1,0.02,8,20.05,1.0777309941520468
3,53,19.4,1110.35,0.018518518518518517,8,19.4,1.0707758284600388
0,27,59.45,1611.65,0.03571428571428571,4,59.45,0.9807903091060985
1,23,94.75,2293.6,0.041666666666666664,5,94.75,1.3951169590643273
1,69,81.5,5553.25,0.014285714285714285,7,81.5,1.4783792815371761
2,2,29.05,44.75,0.3333333333333333,2,29.05,0.800187134502924
0,35,86.45,3029.1,0.027777777777777776,4,86.45,1.200222222222222
0,46,70.6,3231.05,0.02127659574468085,5,70.6,1.1713584670897101
1,54,97.2,5129.45,0.01818181818181818,6,97.2,1.5033748006379586
1,56,98.25,5508.35,0.017543859649122806,6,98.25,1.511578947368421
0,9,75.75,655.9,0.1,3,75.75,1.0712280701754386
0,20,59.2,1191.2,0.047619047619047616,4,59.2,0.9905898078529658
0,11,75.9,866.4,0.08333333333333333,3,75.9,1.0558245614035089
1,30,90.05,2627.2,0.03225806451612903,5,90.05,1.3461294095453686
1,68,70.95,4741.45,0.014492753623188406,5,70.95,1.1675219933892702
1,38,102.6,4009.2,0.02564102564102564,7,102.6,1.6674188034188036
0,17,85.35,1463.45,0.05555555555555555,5,85.35,1.3298479532163743
1,48,106.1,5082.8,0.02040816326530612,7,106.1,1.6916596252536102
2,1,43.8,43.8,0.5,1,43.8,0.979953216374269
1,63,59.0,3707.6,0.015625,6,59.0,1.1791337719298245
2,3,69.95,220.45,0.25,4,69.95,1.2834970760233917
3,48,24.35,1133.7,0.02040816326530612,9,24.35,1.2254607948442535
0,66,29.45,1983.15,0.014925373134328358,2,29.45,0.48514759535655055
1,68,84.4,5746.75,0.014492753623188406,5,84.4,1.2807851512840072
0,17,45.05,770.6,0.05555555555555555,1,45.05,0.5460350877192982
3,7,20.65,134.05,0.125,8,20.65,1.1877836257309942
1,72,87.1,6230.1,0.0136986301369863,8,87.1,1.6360612032364015
3,29,19.85,573.05,0.03333333333333333,8,19.85,1.0893801169590642
1,37,90.35,3419.3,0.02631578947368421,5,90.35,1.3427134502923976
1,34,109.8,3587.25,0.02857142857142857,8,109.8,1.8420918964076858
0,42,84.65,3541.35,0.023255813953488372,4,84.65,1.1805423636610908
0,59,65.5,3801.3,0.016666666666666666,5,65.5,1.1238011695906434
0,11,79.5,868.5,0.08333333333333333,3,79.5,1.086140350877193
1,60,80.95,4859.1,0.01639344262295082,4,80.95,1.142522097593711
0,27,56.15,1439.35,0.03571428571428571,3,56.15,0.8418897243107769
2,1,85.8,85.8,0.5,4,85.8,1.666970760233918
2,1,79.1,79.1,0.5,3,79.1,1.499438596491228
0,17,34.4,592.75,0.05555555555555555,3,34.4,0.6785730994152046
3,58,20.75,1185.95,0.01694915254237288,8,20.75,1.0805748835365248
2,1,18.8,18.8,0.5,8,18.8,1.547204678362573
0,3,44.3,134.5,0.25,1,44.3,0.7341637426900585
